"","q_n","date","ISPREAD","EEFR","RET","SMB","HML","MOM","VXO","CSPREAD","TERM","TED","CISS","ADS"
"2564",113,2014-01-07,3,8,10,10,11,10,5,1,2,5,4,3
"2565",113,2014-01-08,3,8,10,10,11,10,5,1,2,5,3,3
"2566",113,2014-01-09,3,8,10,10,11,10,5,1,2,5,3,3
"2567",113,2014-01-10,3,8,11,10,11,10,5,1,2,5,3,3
"2568",113,2014-01-11,3,8,11,10,11,10,5,1,2,5,3,3
"2569",113,2014-01-12,3,8,11,10,11,10,5,1,2,5,3,3
"2570",113,2014-01-13,3,8,10,11,11,10,4,1,2,5,3,3
"2571",113,2014-01-14,3,8,11,12,11,10,5,1,2,5,3,3
"2572",113,2014-01-15,3,8,10,12,11,10,5,1,2,5,4,3
"2573",113,2014-01-16,3,8,10,12,11,10,5,1,2,5,3,3
"2574",113,2014-01-17,3,8,11,12,11,10,5,1,2,5,3,3
"2575",113,2014-01-18,3,8,11,12,11,10,5,1,2,5,3,3
"2576",113,2014-01-19,3,8,11,12,11,10,5,1,2,5,3,3
"2577",113,2014-01-20,3,8,10,12,11,10,5,1,2,5,3,3
"2578",113,2014-01-21,3,8,11,11,11,10,5,1,2,5,3,3
"2579",113,2014-01-22,3,8,11,12,11,10,5,1,2,5,6,3
"2580",113,2014-01-23,2,8,10,12,11,10,5,1,2,5,3,3
"2581",113,2014-01-24,2,8,10,12,11,10,5,1,2,5,5,3
"2582",113,2014-01-25,2,8,10,12,11,10,5,1,2,5,5,3
"2583",113,2014-01-26,2,8,10,12,11,10,5,1,2,5,5,3
"2584",113,2014-01-27,2,8,11,12,11,10,5,1,2,5,4,3
"2585",113,2014-01-28,2,8,10,12,11,10,5,1,3,5,3,3
"2586",113,2014-01-29,2,8,10,12,11,10,5,1,3,5,3,3
"2587",113,2014-01-30,2,8,10,12,11,10,5,1,3,5,3,3
"2588",113,2014-01-31,2,8,10,12,11,10,5,1,3,5,3,3
"2589",113,2014-02-01,2,8,10,12,11,10,5,1,3,5,3,3
"2590",113,2014-02-02,2,8,10,12,11,10,5,1,3,5,3,3
"2591",113,2014-02-03,2,8,12,12,11,10,5,1,3,5,3,3
"2592",113,2014-02-04,2,8,12,12,11,10,5,1,3,5,4,3
"2593",113,2014-02-05,2,8,12,12,11,10,5,1,3,5,3,3
"2594",113,2014-02-06,2,8,12,12,11,10,5,1,3,5,3,3
"2595",113,2014-02-07,2,8,12,12,11,10,5,1,3,5,3,3
"2596",113,2014-02-08,2,8,12,12,11,10,5,1,3,5,3,3
"2597",113,2014-02-09,2,8,12,12,11,10,5,1,3,5,3,3
"2598",113,2014-02-10,2,8,12,12,11,10,5,1,3,5,3,3
"2599",113,2014-02-11,2,8,12,12,11,10,5,1,3,5,3,3
"2600",113,2014-02-12,2,8,12,12,11,10,5,1,3,5,3,3
"2601",113,2014-02-13,2,8,12,12,11,10,5,1,3,5,3,3
"2602",113,2014-02-14,2,8,12,13,11,10,5,1,3,5,4,3
"2603",113,2014-02-15,2,8,12,13,11,10,5,1,3,5,4,3
"2604",113,2014-02-16,2,8,12,13,11,10,5,1,3,5,4,3
"2605",113,2014-02-17,2,8,12,13,11,10,5,1,3,5,3,3
"2606",113,2014-02-18,2,8,12,13,11,10,5,1,2,5,4,3
"2607",113,2014-02-19,2,8,12,13,11,10,5,1,2,5,4,3
"2608",113,2014-02-20,2,8,12,13,11,10,5,1,2,5,4,3
"2609",113,2014-02-21,2,8,12,13,11,10,5,1,2,5,4,3
"2610",113,2014-02-22,2,8,12,13,11,10,5,1,2,5,4,3
"2611",113,2014-02-23,2,8,12,13,11,10,5,1,2,5,4,3
"2612",113,2014-02-24,2,8,12,13,11,10,5,1,2,5,4,3
"2613",113,2014-02-25,2,8,12,13,11,10,6,1,2,5,3,3
"2614",113,2014-02-26,2,8,12,13,11,10,6,1,2,5,4,3
"2615",113,2014-02-27,2,8,11,13,11,10,6,1,2,5,4,3
"2616",113,2014-02-28,2,8,11,13,11,10,6,1,2,5,3,3
"2617",113,2014-03-01,2,8,11,13,11,10,6,1,2,5,3,3
"2618",113,2014-03-02,2,8,11,13,11,10,6,1,2,5,3,3
"2619",113,2014-03-03,2,8,12,13,11,10,6,1,2,5,3,3
"2620",113,2014-03-04,2,8,12,13,11,10,6,1,2,5,3,3
"2621",113,2014-03-05,2,8,12,13,11,10,6,1,2,5,4,3
"2622",113,2014-03-06,3,8,12,13,11,10,6,1,2,5,4,3
"2623",113,2014-03-07,3,8,11,13,11,10,6,1,2,5,4,3
"2624",113,2014-03-08,3,8,11,13,11,10,6,1,2,5,4,3
"2625",113,2014-03-09,3,8,11,13,11,10,6,1,2,5,4,3
"2626",113,2014-03-10,3,8,11,13,11,10,6,1,3,5,3,3
"2627",113,2014-03-11,3,8,12,13,11,10,6,1,3,5,4,3
"2628",113,2014-03-12,3,8,12,13,11,10,6,1,2,5,4,3
"2629",113,2014-03-13,3,8,12,13,11,10,6,1,2,5,4,3
"2630",113,2014-03-14,2,8,11,13,11,10,6,1,2,5,4,3
"2631",113,2014-03-15,2,8,11,13,11,10,6,1,2,5,4,3
"2632",113,2014-03-16,2,8,11,13,11,10,6,1,2,5,4,3
"2633",113,2014-03-17,2,8,12,12,11,10,6,1,2,5,4,3
"2634",113,2014-03-18,2,8,12,13,11,10,6,1,2,5,4,3
"2635",113,2014-03-19,3,8,12,12,11,10,6,1,2,5,4,3
"2636",113,2014-03-20,3,8,12,12,11,10,6,1,2,5,4,3
"2637",113,2014-03-21,3,8,12,13,11,10,6,1,3,5,4,3
"2638",113,2014-03-22,3,8,12,13,11,10,6,1,3,5,4,3
"2639",113,2014-03-23,3,8,12,13,11,10,6,1,3,5,4,3
"2640",113,2014-03-24,3,8,12,13,11,10,6,1,3,5,4,3
"2641",113,2014-03-25,3,8,12,13,11,10,6,1,3,5,4,3
"2642",113,2014-03-26,3,8,12,13,11,10,6,1,3,5,5,3
"2643",113,2014-03-27,3,8,12,13,11,10,6,1,3,5,4,3
"2644",113,2014-03-28,4,8,12,14,11,10,6,1,3,5,4,3
"2645",113,2014-03-29,4,8,12,14,11,10,6,1,3,5,4,3
"2646",113,2014-03-30,4,8,12,14,11,10,6,1,3,5,4,3
"2647",113,2014-03-31,4,8,12,13,11,10,6,1,3,5,3,3
"2648",114,2014-04-01,3,9,12,14,12,13,4,1,2,5,4,3
"2649",114,2014-04-02,3,9,12,12,12,12,4,1,2,5,4,3
"2650",114,2014-04-03,3,9,12,12,12,12,4,1,2,5,4,4
"2651",114,2014-04-04,3,9,12,12,12,12,4,1,2,5,4,4
"2652",114,2014-04-05,3,9,12,12,12,12,4,1,2,5,4,4
"2653",114,2014-04-06,3,9,12,12,12,12,4,1,2,5,4,3
"2654",114,2014-04-07,3,9,12,12,11,13,4,1,2,5,4,3
"2655",114,2014-04-08,3,9,12,12,11,12,4,1,2,5,4,3
"2656",114,2014-04-09,3,9,12,12,11,12,4,1,2,5,4,3
"2657",114,2014-04-10,3,9,12,12,11,12,4,1,2,4,4,3
"2658",114,2014-04-11,3,9,12,12,11,12,5,1,2,4,4,3
"2659",114,2014-04-12,3,9,12,12,11,12,5,1,2,4,4,3
"2660",114,2014-04-13,3,9,12,12,11,12,5,1,2,4,4,3
"2661",114,2014-04-14,3,9,12,12,12,12,5,1,2,4,4,3
"2662",114,2014-04-15,3,9,12,12,11,12,6,1,2,4,4,3
"2663",114,2014-04-16,3,9,12,11,11,13,6,1,2,3,4,3
"2664",114,2014-04-17,3,9,12,12,11,12,6,1,2,3,4,3
"2665",114,2014-04-18,3,9,12,11,12,12,6,1,2,3,4,3
"2666",114,2014-04-19,3,9,12,11,12,12,6,1,2,3,4,3
"2667",114,2014-04-20,3,9,12,11,12,12,6,1,2,3,4,3
"2668",114,2014-04-21,3,9,12,12,11,13,6,1,2,3,4,3
"2669",114,2014-04-22,3,9,12,12,11,12,6,1,2,3,4,3
"2670",114,2014-04-23,3,9,12,11,11,12,6,1,2,3,4,3
"2671",114,2014-04-24,2,9,12,11,12,12,6,1,2,3,4,3
"2672",114,2014-04-25,2,9,12,12,11,12,6,1,2,3,4,3
"2673",114,2014-04-26,2,9,12,12,11,12,6,1,2,3,4,3
"2674",114,2014-04-27,2,9,12,12,11,12,6,1,2,3,4,3
"2675",114,2014-04-28,2,9,12,15,11,12,5,1,2,3,4,3
"2676",114,2014-04-29,2,9,12,15,12,12,5,1,2,3,4,3
"2677",114,2014-04-30,2,9,12,16,12,13,5,1,2,3,4,3
"2678",114,2014-05-01,2,9,12,15,11,13,5,1,3,3,4,3
"2679",114,2014-05-02,2,9,12,15,11,12,6,1,3,3,4,3
"2680",114,2014-05-03,2,9,12,15,11,12,6,1,3,3,4,3
"2681",114,2014-05-04,2,9,12,15,11,12,6,1,3,3,4,3
"2682",114,2014-05-05,2,9,12,15,11,12,6,1,3,3,4,3
"2683",114,2014-05-06,2,9,12,15,11,12,6,1,3,3,4,3
"2684",114,2014-05-07,2,9,12,15,11,12,6,1,3,3,4,3
"2685",114,2014-05-08,2,9,12,15,12,12,5,1,3,3,4,3
"2686",114,2014-05-09,2,9,12,15,11,13,5,1,3,3,4,3
"2687",114,2014-05-10,2,9,12,15,11,13,5,1,3,3,4,3
"2688",114,2014-05-11,2,9,12,15,11,13,5,1,3,3,4,3
"2689",114,2014-05-12,2,9,12,15,12,12,5,1,3,3,4,3
"2690",114,2014-05-13,2,9,12,15,11,12,5,1,3,3,4,3
"2691",114,2014-05-14,2,9,12,15,11,12,5,1,3,3,4,3
"2692",114,2014-05-15,2,9,13,15,11,13,5,1,3,3,4,3
"2693",114,2014-05-16,2,9,12,15,11,13,6,1,3,3,4,3
"2694",114,2014-05-17,2,9,12,15,11,13,6,1,3,3,4,3
"2695",114,2014-05-18,2,9,12,15,11,13,6,1,3,3,4,3
"2696",114,2014-05-19,2,9,12,15,11,12,5,1,4,3,4,3
"2697",114,2014-05-20,2,9,12,15,11,13,5,1,2,3,4,3
"2698",114,2014-05-21,2,9,12,15,11,13,5,1,2,3,4,3
"2699",114,2014-05-22,2,9,12,15,12,12,5,1,2,3,4,3
"2700",114,2014-05-23,2,9,12,15,11,12,5,1,2,3,4,3
"2701",114,2014-05-24,2,9,12,15,11,12,5,1,2,3,4,3
"2702",114,2014-05-25,2,9,12,15,11,12,5,1,2,3,4,3
"2703",114,2014-05-26,2,9,12,15,12,12,5,1,2,3,4,3
"2704",114,2014-05-27,2,9,12,15,12,12,5,1,2,3,4,3
"2705",114,2014-05-28,2,9,12,15,12,12,5,1,2,3,4,3
"2706",114,2014-05-29,2,9,12,15,11,12,5,1,2,3,4,3
"2707",114,2014-05-30,2,9,12,15,11,13,5,1,2,3,4,3
"2708",114,2014-05-31,2,9,12,15,11,13,5,1,2,3,4,3
"2709",114,2014-06-01,2,9,12,15,11,13,5,1,2,3,4,3
"2710",114,2014-06-02,2,9,12,15,11,13,5,1,2,3,4,3
"2711",114,2014-06-03,2,9,12,15,11,12,5,1,2,3,4,3
"2712",114,2014-06-04,2,9,12,15,12,12,5,1,2,3,4,3
"2713",114,2014-06-05,3,9,12,15,12,12,5,1,2,3,4,3
"2714",114,2014-06-06,3,9,13,15,12,13,5,1,2,3,4,3
"2715",114,2014-06-07,3,9,13,15,12,13,5,1,2,3,4,3
"2716",114,2014-06-08,3,9,13,15,12,13,5,1,2,3,4,3
"2717",114,2014-06-09,4,9,12,15,11,12,5,1,3,3,4,3
"2718",114,2014-06-10,3,9,12,15,11,12,5,1,3,3,4,3
"2719",114,2014-06-11,3,9,12,15,11,13,5,1,2,3,4,3
"2720",114,2014-06-12,3,9,13,15,11,12,5,1,2,3,4,3
"2721",114,2014-06-13,2,9,12,15,12,12,5,1,2,3,4,3
"2722",114,2014-06-14,2,9,12,15,12,12,5,1,2,3,4,3
"2723",114,2014-06-15,2,9,12,15,12,12,5,1,2,3,4,3
"2724",114,2014-06-16,2,9,12,15,11,12,5,1,2,3,4,3
"2725",114,2014-06-17,2,9,12,15,11,12,5,1,2,3,4,3
"2726",114,2014-06-18,3,9,12,15,11,12,5,1,2,3,4,3
"2727",114,2014-06-19,3,9,12,15,11,12,4,1,2,3,4,3
"2728",114,2014-06-20,3,9,13,14,11,12,4,1,3,3,4,3
"2729",114,2014-06-21,3,9,13,14,11,12,4,1,3,3,4,3
"2730",114,2014-06-22,3,9,13,14,11,12,4,1,3,3,4,3
"2731",114,2014-06-23,3,9,12,13,11,13,4,1,3,3,4,3
"2732",114,2014-06-24,3,9,12,13,11,13,4,1,3,3,4,3
"2733",114,2014-06-25,3,9,12,14,11,12,4,1,3,3,4,3
"2734",114,2014-06-26,3,9,12,14,11,12,4,1,3,3,4,3
"2735",114,2014-06-27,3,9,12,14,11,12,4,1,3,3,4,3
"2736",114,2014-06-28,3,9,12,14,11,12,4,1,3,3,4,3
"2737",114,2014-06-29,3,9,12,14,11,12,4,1,3,3,4,3
"2738",114,2014-06-30,3,9,13,14,11,13,4,1,3,3,4,3
"2739",115,2014-07-01,4,7,12,13,11,14,3,1,2,5,4,3
"2740",115,2014-07-02,4,7,12,13,10,14,3,1,2,5,4,3
"2741",115,2014-07-03,4,7,12,13,11,14,3,1,2,5,4,3
"2742",115,2014-07-04,4,7,12,13,11,14,3,1,2,5,4,3
"2743",115,2014-07-05,4,7,12,13,11,14,3,1,2,5,4,3
"2744",115,2014-07-06,4,7,12,13,11,14,3,1,2,5,4,3
"2745",115,2014-07-07,4,7,12,13,11,14,3,1,2,5,4,4
"2746",115,2014-07-08,4,7,12,13,11,14,3,1,2,5,4,3
"2747",115,2014-07-09,4,7,12,13,11,14,3,1,2,5,4,3
"2748",115,2014-07-10,4,7,12,13,11,14,3,1,2,5,4,3
"2749",115,2014-07-11,4,7,12,13,11,14,4,1,2,5,4,3
"2750",115,2014-07-12,4,7,12,13,11,14,4,1,2,5,4,3
"2751",115,2014-07-13,4,7,12,13,11,14,4,1,2,5,4,3
"2752",115,2014-07-14,4,7,12,13,11,14,5,1,2,5,4,3
"2753",115,2014-07-15,4,7,12,12,11,14,5,1,2,5,4,3
"2754",115,2014-07-16,4,7,12,12,11,14,4,1,2,5,4,3
"2755",115,2014-07-17,4,7,12,12,11,14,5,1,2,5,4,3
"2756",115,2014-07-18,4,7,12,12,11,14,5,1,2,5,4,3
"2757",115,2014-07-19,4,7,12,12,11,14,5,1,2,5,4,3
"2758",115,2014-07-20,4,7,12,12,11,14,5,1,2,5,4,3
"2759",115,2014-07-21,4,7,12,12,11,14,4,1,2,5,4,3
"2760",115,2014-07-22,3,7,12,15,11,14,4,1,3,5,4,3
"2761",115,2014-07-23,2,7,12,15,11,14,4,1,3,5,4,3
"2762",115,2014-07-24,3,7,12,15,11,14,4,1,3,5,4,3
"2763",115,2014-07-25,2,7,12,15,11,14,4,1,3,5,4,4
"2764",115,2014-07-26,2,7,12,15,11,14,4,1,3,5,4,4
"2765",115,2014-07-27,2,7,12,15,11,14,4,1,3,5,4,4
"2766",115,2014-07-28,2,7,12,15,11,14,4,1,3,5,4,4
"2767",115,2014-07-29,2,7,12,15,11,14,4,1,3,5,4,4
"2768",115,2014-07-30,2,7,12,15,11,14,4,1,3,5,4,4
"2769",115,2014-07-31,2,7,12,15,11,14,4,1,3,5,4,4
"2770",115,2014-08-01,2,7,12,15,11,14,4,1,4,5,4,4
"2771",115,2014-08-02,2,7,12,15,11,14,4,1,4,5,4,4
"2772",115,2014-08-03,2,7,12,15,11,14,4,1,4,5,4,4
"2773",115,2014-08-04,2,7,12,15,11,14,4,1,4,5,4,4
"2774",115,2014-08-05,3,7,12,15,11,14,4,1,3,5,4,4
"2775",115,2014-08-06,2,7,12,15,11,14,4,1,3,5,4,4
"2776",115,2014-08-07,2,7,12,15,11,14,4,1,3,5,4,4
"2777",115,2014-08-08,2,7,12,15,11,14,4,1,3,5,4,4
"2778",115,2014-08-09,2,7,12,15,11,14,4,1,3,5,4,4
"2779",115,2014-08-10,2,7,12,15,11,14,4,1,3,5,4,4
"2780",115,2014-08-11,2,7,12,15,11,14,4,1,2,5,4,4
"2781",115,2014-08-12,2,7,12,15,11,14,4,1,2,5,4,4
"2782",115,2014-08-13,2,7,12,15,11,14,4,1,2,5,4,4
"2783",115,2014-08-14,2,7,12,15,11,14,4,1,2,5,4,4
"2784",115,2014-08-15,2,7,12,15,11,14,4,1,2,5,4,4
"2785",115,2014-08-16,2,7,12,15,11,14,4,1,2,5,4,4
"2786",115,2014-08-17,2,7,12,15,11,14,4,1,2,5,4,4
"2787",115,2014-08-18,2,7,12,15,11,14,4,1,2,5,4,4
"2788",115,2014-08-19,2,7,12,15,11,14,4,1,3,5,4,4
"2789",115,2014-08-20,2,7,12,15,11,14,4,1,2,5,4,4
"2790",115,2014-08-21,2,7,12,15,11,14,4,1,2,5,4,4
"2791",115,2014-08-22,2,7,12,15,11,14,4,1,2,5,4,4
"2792",115,2014-08-23,2,7,12,15,11,14,4,1,2,5,4,4
"2793",115,2014-08-24,2,7,12,15,11,14,4,1,2,5,4,4
"2794",115,2014-08-25,2,7,12,15,11,14,4,1,2,5,4,4
"2795",115,2014-08-26,2,7,12,15,11,14,4,1,2,5,4,4
"2796",115,2014-08-27,2,7,12,15,11,14,6,1,2,5,4,4
"2797",115,2014-08-28,2,7,12,15,11,14,6,1,2,5,4,4
"2798",115,2014-08-29,2,7,12,15,11,14,6,1,2,5,4,4
"2799",115,2014-08-30,2,7,12,15,11,14,6,1,2,5,4,4
"2800",115,2014-08-31,2,7,12,15,11,14,6,1,2,5,4,4
"2801",115,2014-09-01,2,7,12,15,11,14,6,1,2,5,4,4
"2802",115,2014-09-02,2,7,12,15,11,14,6,1,2,5,4,4
"2803",115,2014-09-03,2,7,12,15,11,14,6,1,2,5,4,4
"2804",115,2014-09-04,3,7,12,15,11,14,6,1,2,5,4,4
"2805",115,2014-09-05,3,7,12,15,11,14,6,1,2,5,4,4
"2806",115,2014-09-06,3,7,12,15,11,14,6,1,2,5,4,4
"2807",115,2014-09-07,3,7,12,15,11,14,6,1,2,5,4,4
"2808",115,2014-09-08,3,7,12,15,11,14,6,1,2,5,4,4
"2809",115,2014-09-09,4,7,12,15,11,14,6,1,3,5,4,4
"2810",115,2014-09-10,2,7,12,15,11,14,6,1,3,5,4,4
"2811",115,2014-09-11,2,7,12,15,11,14,6,1,2,5,4,4
"2812",115,2014-09-12,2,7,12,15,11,14,6,1,2,5,4,4
"2813",115,2014-09-13,2,7,12,15,11,14,6,1,2,5,4,4
"2814",115,2014-09-14,2,7,12,15,11,14,6,1,2,5,4,4
"2815",115,2014-09-15,2,7,12,15,11,14,6,1,3,5,4,4
"2816",115,2014-09-16,3,7,12,15,11,14,6,1,2,5,4,4
"2817",115,2014-09-17,3,7,12,15,11,14,6,1,2,5,4,4
"2818",115,2014-09-18,3,7,12,15,11,14,6,1,2,5,4,4
"2819",115,2014-09-19,3,7,12,15,11,14,6,1,2,5,4,4
"2820",115,2014-09-20,3,7,12,15,11,14,6,1,2,5,4,4
"2821",115,2014-09-21,3,7,12,15,11,14,6,1,2,5,4,4
"2822",115,2014-09-22,4,7,12,16,11,14,6,1,3,5,4,4
"2823",115,2014-09-23,5,7,12,16,11,14,6,1,3,5,4,4
"2824",115,2014-09-24,5,7,12,16,11,14,6,1,3,5,4,4
"2825",115,2014-09-25,5,7,12,16,11,14,6,1,3,5,4,4
"2826",115,2014-09-26,5,7,12,16,11,14,7,1,3,5,4,4
"2827",115,2014-09-27,5,7,12,16,11,14,7,1,3,5,4,4
"2828",115,2014-09-28,5,7,12,16,11,14,7,1,3,5,4,4
"2829",115,2014-09-29,5,7,12,15,11,14,7,1,3,5,4,4
"2830",115,2014-09-30,5,7,12,15,11,14,7,1,3,5,4,4
"2831",116,2014-10-01,4,7,12,12,11,14,3,1,2,5,5,3
"2832",116,2014-10-02,4,7,12,12,11,14,3,1,2,5,5,3
"2833",116,2014-10-03,4,7,12,12,11,14,3,1,2,5,5,3
"2834",116,2014-10-04,4,7,12,12,11,14,3,1,2,5,5,3
"2835",116,2014-10-05,4,7,12,12,11,14,3,1,2,5,5,3
"2836",116,2014-10-06,4,7,12,13,11,14,3,1,2,5,5,3
"2837",116,2014-10-07,4,7,12,13,11,14,3,1,2,5,5,3
"2838",116,2014-10-08,4,7,12,13,11,14,3,1,2,5,5,3
"2839",116,2014-10-09,4,7,12,13,11,14,3,1,2,5,5,3
"2840",116,2014-10-10,4,7,12,13,11,14,3,1,2,5,5,3
"2841",116,2014-10-11,4,7,12,13,11,14,3,1,2,5,5,3
"2842",116,2014-10-12,4,7,12,13,11,14,3,1,2,5,5,3
"2843",116,2014-10-13,5,7,12,13,11,14,3,1,2,5,5,3
"2844",116,2014-10-14,5,7,12,13,11,14,4,1,2,5,5,3
"2845",116,2014-10-15,4,7,12,12,11,14,5,1,2,5,5,3
"2846",116,2014-10-16,4,7,12,12,11,14,5,1,2,5,5,3
"2847",116,2014-10-17,4,7,12,12,11,13,5,1,2,5,5,3
"2848",116,2014-10-18,4,7,12,12,11,13,5,1,2,5,5,3
"2849",116,2014-10-19,4,7,12,12,11,13,5,1,2,5,5,3
"2850",116,2014-10-20,4,7,12,12,11,14,5,1,2,5,5,3
"2851",116,2014-10-21,4,7,12,12,11,14,5,1,2,5,5,3
"2852",116,2014-10-22,4,7,12,14,11,14,5,1,3,5,5,3
"2853",116,2014-10-23,2,7,12,14,11,14,5,1,3,5,5,3
"2854",116,2014-10-24,2,7,12,14,11,14,5,1,3,5,5,4
"2855",116,2014-10-25,2,7,12,14,11,14,5,1,3,5,5,4
"2856",116,2014-10-26,2,7,12,14,11,14,5,1,3,5,5,4
"2857",116,2014-10-27,2,7,12,14,11,14,4,1,3,5,5,4
"2858",116,2014-10-28,2,7,12,14,11,14,4,1,3,5,5,4
"2859",116,2014-10-29,2,7,12,14,11,14,5,1,3,5,5,4
"2860",116,2014-10-30,2,7,12,14,11,14,4,1,3,5,5,4
"2861",116,2014-10-31,2,7,12,15,11,14,4,1,3,5,5,4
"2862",116,2014-11-01,2,7,12,15,11,14,4,1,3,5,5,4
"2863",116,2014-11-02,2,7,12,15,11,14,4,1,3,5,5,4
"2864",116,2014-11-03,2,7,12,14,11,14,5,1,4,5,5,4
"2865",116,2014-11-04,2,7,12,14,11,14,5,1,4,5,5,4
"2866",116,2014-11-05,3,7,12,14,11,14,5,1,3,5,5,4
"2867",116,2014-11-06,2,7,12,14,11,13,5,1,3,5,5,4
"2868",116,2014-11-07,2,7,12,14,11,14,5,1,3,5,5,4
"2869",116,2014-11-08,2,7,12,14,11,14,5,1,3,5,5,4
"2870",116,2014-11-09,2,7,12,14,11,14,5,1,3,5,5,4
"2871",116,2014-11-10,2,7,12,14,11,13,5,1,3,5,5,4
"2872",116,2014-11-11,2,7,12,15,11,14,5,1,2,5,5,4
"2873",116,2014-11-12,2,7,12,14,11,14,5,1,2,5,5,4
"2874",116,2014-11-13,2,7,12,14,11,14,5,1,2,5,5,4
"2875",116,2014-11-14,2,7,12,14,11,14,5,1,2,5,5,4
"2876",116,2014-11-15,2,7,12,14,11,14,5,1,2,5,5,4
"2877",116,2014-11-16,2,7,12,14,11,14,5,1,2,5,5,4
"2878",116,2014-11-17,2,7,12,14,11,13,5,1,2,5,5,5
"2879",116,2014-11-18,2,7,12,14,11,13,5,1,2,5,5,4
"2880",116,2014-11-19,2,7,12,14,11,14,5,1,3,5,5,4
"2881",116,2014-11-20,2,7,12,15,11,14,5,1,2,5,5,4
"2882",116,2014-11-21,2,7,12,14,11,14,5,1,2,5,5,4
"2883",116,2014-11-22,2,7,12,14,11,14,5,1,2,5,5,4
"2884",116,2014-11-23,2,7,12,14,11,14,5,1,2,5,5,4
"2885",116,2014-11-24,2,7,12,14,11,14,5,1,2,5,5,4
"2886",116,2014-11-25,2,7,12,14,11,14,5,1,2,5,5,4
"2887",116,2014-11-26,2,7,12,14,11,14,5,1,2,5,5,4
"2888",116,2014-11-27,2,7,12,14,11,14,6,1,2,5,5,4
"2889",116,2014-11-28,2,7,12,14,11,14,6,1,2,5,5,4
"2890",116,2014-11-29,2,7,12,14,11,14,6,1,2,5,5,4
"2891",116,2014-11-30,2,7,12,14,11,14,6,1,2,5,5,4
"2892",116,2014-12-01,2,7,12,14,11,14,6,1,2,5,5,4
"2893",116,2014-12-02,2,7,12,14,11,14,6,1,2,5,5,4
"2894",116,2014-12-03,2,7,12,15,11,14,6,1,2,5,5,4
"2895",116,2014-12-04,2,7,12,14,11,14,6,1,2,5,5,4
"2896",116,2014-12-05,3,7,12,14,11,14,6,1,2,5,5,4
"2897",116,2014-12-06,3,7,12,14,11,14,6,1,2,5,5,4
"2898",116,2014-12-07,3,7,12,14,11,14,6,1,2,5,5,4
"2899",116,2014-12-08,3,7,12,15,11,13,6,1,2,5,5,4
"2900",116,2014-12-09,3,7,12,15,11,14,6,1,2,5,5,4
"2901",116,2014-12-10,4,7,13,15,11,14,6,1,3,5,5,4
"2902",116,2014-12-11,2,7,12,15,11,14,6,1,3,5,5,4
"2903",116,2014-12-12,2,7,12,14,11,13,6,1,2,5,5,4
"2904",116,2014-12-13,2,7,12,14,11,13,6,1,2,5,5,4
"2905",116,2014-12-14,2,7,12,14,11,13,6,1,2,5,5,4
"2906",116,2014-12-15,2,7,12,14,11,14,6,1,2,5,5,4
"2907",116,2014-12-16,2,7,12,15,11,14,6,1,2,5,5,4
"2908",116,2014-12-17,3,7,12,15,11,13,6,1,2,5,5,4
"2909",116,2014-12-18,3,7,12,15,11,14,6,1,2,5,5,4
"2910",116,2014-12-19,3,7,12,14,11,13,6,1,2,5,5,4
"2911",116,2014-12-20,3,7,12,14,11,13,6,1,2,5,5,4
"2912",116,2014-12-21,3,7,12,14,11,13,6,1,2,5,5,4
"2913",116,2014-12-22,3,7,12,15,11,14,6,1,2,5,5,4
"2914",116,2014-12-23,3,7,12,15,11,14,6,1,3,5,5,4
"2915",116,2014-12-24,5,7,12,15,11,14,6,1,3,5,5,4
"2916",116,2014-12-25,5,7,12,15,11,14,6,1,3,5,5,4
"2917",116,2014-12-26,5,7,12,15,11,13,6,1,3,5,5,4
"2918",116,2014-12-27,5,7,12,15,11,13,6,1,3,5,5,4
"2919",116,2014-12-28,5,7,12,15,11,13,6,1,3,5,5,4
"2920",116,2014-12-29,5,7,12,15,11,13,6,1,3,5,5,4
"2921",116,2014-12-30,5,7,12,15,11,14,6,1,3,5,5,4
"2922",116,2014-12-31,5,7,12,15,11,14,6,1,3,5,5,4
"2923",117,2015-01-01,4,7,11,10,11,13,3,1,2,4,5,3
"2924",117,2015-01-02,4,7,12,11,11,13,3,1,2,4,5,3
"2925",117,2015-01-03,4,7,12,11,11,13,3,1,2,4,5,3
"2926",117,2015-01-04,4,7,12,11,11,13,3,1,2,4,5,3
"2927",117,2015-01-05,4,7,12,11,11,13,3,1,2,4,5,3
"2928",117,2015-01-06,4,7,12,11,11,13,3,1,2,4,5,3
"2929",117,2015-01-07,4,7,12,11,11,13,3,1,2,4,5,3
"2930",117,2015-01-08,4,7,12,11,11,13,3,1,2,4,5,3
"2931",117,2015-01-09,4,7,11,11,11,13,3,1,2,4,5,3
"2932",117,2015-01-10,4,7,11,11,11,13,3,1,2,4,5,3
"2933",117,2015-01-11,4,7,11,11,11,13,3,1,2,4,5,3
"2934",117,2015-01-12,4,7,11,11,11,13,5,1,2,4,5,3
"2935",117,2015-01-13,4,7,12,12,11,13,5,1,2,4,5,3
"2936",117,2015-01-14,4,7,11,12,11,13,5,1,2,4,5,3
"2937",117,2015-01-15,4,7,12,12,11,13,5,1,2,4,5,3
"2938",117,2015-01-16,4,7,11,12,11,13,5,1,2,4,5,3
"2939",117,2015-01-17,4,7,11,12,11,13,5,1,2,4,5,3
